Source,Target,Type
Maureen O'Sullivan,Nat Pendleton,Undirected
John Wray,Arnold Lucy,Undirected
Grigoriy Aleksandrov,Ivan Bobrov,Undirected
Ana de Armas,Jamie Lee Curtis,Undirected
Sahil Vaid,Saswata Chatterjee,Undirected
Kirin Kiki,Mayu Matsuoka,Undirected
Julia Greer,Azhy Robertson,Undirected
Michael Stuhlbarg,Amira Casar,Undirected
Hayley Squires,Sharon Percy,Undirected
Edward Norton,Bob Balaban,Undirected
Rima Te Wiata,Rachel House,Undirected
Samantha Isler,Annalise Basso,Undirected
Maria Doyle Kennedy,Jack Reynor,Undirected
Cate Blanchett,Mark Ruffalo,Undirected
Bill Paxton,Riz Ahmed,Undirected
Scarlett Johansson,Taika Waititi,Undirected
Forest Whitaker,Michael Stuhlbarg,Undirected
Oscar Isaac,Domhnall Gleeson,Undirected
Seamus Davey-Fitzpatrick,Ariane Labed,Undirected
Hugh Jackman,James McAvoy,Undirected
Taner Birsel,Ahmet Mümtaz Taylan,Undirected
John Goodman,James Cromwell,Undirected
Bill Paxton,Brendan Gleeson,Undirected
Isabelle Huppert,Alexandre Tharaud,Undirected
Joe Pesci,Harvey Keitel,Undirected
Adel Bencherif,Reda Kateb,Undirected
Dominique McElligott,Rosie Shaw,Undirected
Per Ragnar,Henrik Dahl,Undirected
Jason Cope,Nathalie Boltt,Undirected
Evan Rachel Wood,Mark Margolis,Undirected
Tarun Arora,Dara Singh,Undirected
Ethan Hawke,Elijah Smith,Undirected
Vlad Ivanov,Alexandru Potocean,Undirected
Simon Pegg,Leonard Nimoy,Undirected
Ciarán Hinds,Elizabeth Berrington,Undirected
John Billingsley,Ellen Crawford,Undirected
Tsuyoshi Ihara,Ryô Kase,Undirected
Justine Waddell,Kim Uylenbroek,Undirected
Adil Hussain,Tabu,Undirected
Bill Murray,Jason Schwartzman,Undirected
Danielle Proulx,Émile Vallée,Undirected
Jean-Baptiste Maunier,Kad Merad,Undirected
Terrence Howard,Jeff Bridges,Undirected
Kate Ashfield,Lucy Davis,Undirected
Güven Kiraç,Zarah Jane McKenzie,Undirected
Kevin Bacon,Emmy Rossum,Undirected
Rupert Grint,Richard Griffiths,Undirected
Maggie Cheung,Ziyi Zhang,Undirected
Darío Grandinetti,Leonor Watling,Undirected
Filip Sovagovic,Georges Siatidis,Undirected
Yoshiyuki Takei,Beau Billingslea,Undirected
Chris Cooper,Clive Owen,Undirected
Graciela Tenenbaum,María Mercedes Villagra,Undirected
Chiwetel Ejiofor,Michael Caine,Undirected
Kate Hudson,Frances McDormand,Undirected
Justin Theroux,Jeanne Bates,Undirected
Tom Hanks,Tim Allen,Undirected
Burt Reynolds,Luis Guzmán,Undirected
Takashi Tachibana,Shigeru Muroi,Undirected
Mamaengaroa Kerr-Bell,Julian Arahanga,Undirected
Dennis Hopper,Val Kilmer,Undirected
Julie Delpy,Benoît Régent,Undirected
Takeshi Aono,Osamu Saka,Undirected
Penelope Ann Miller,John Leguizamo,Undirected
Dianne Wiest,Anthony Michael Hall,Undirected
Alison Whelan,Kirsten Sheridan,Undirected
Bill Bernstein,Claire Bloom,Undirected
Robert De Niro,Charles Martin Smith,Undirected
Michael Caine,Barbara Hershey,Undirected
Robert De Niro,Katherine Helmond,Undirected
Christopher Guest,Kimberly Stringer,Undirected
Darren McGavin,Scott Schwartz,Undirected
Cab Calloway,John Candy,Undirected
Mariel Hemingway,Michael Murphy,Undirected
Ann Reinking,Leland Palmer,Undirected
Scott H. Reiniger,Gaylen Ross,Undirected
Jack Warden,Martin Balsam,Undirected
Zamira Saunders,Juan Ferrara,Undirected
Pupella Maggio,Armando Brancia,Undirected
Paul Frankeur,Bulle Ogier,Undirected
Helena Rojo,Del Negro,Undirected
Vivian Pickles,Cyril Cusack,Undirected
Stephen Young,Michael Strong,Undirected
Robert Ryan,Edmond O'Brien,Undirected
Karl Hardman,Marilyn Eastman,Undirected
Anthony Hopkins,John Castle,Undirected
Warren Oates,Lee Grant,Undirected
Walter Matthau,James Coburn,Undirected
Janet Leigh,Angela Lansbury,Undirected
Jean Simmons,Charles Laughton,Undirected
Lea Massari,Dominique Blanchar,Undirected
Stella Dassas,Pierre Barbaud,Undirected
Anne Baxter,Edward G. Robinson,Undirected
Vera Miles,Ward Bond,Undirected
Julie Harris,Burl Ives,Undirected
Thomas Mitchell,Lloyd Bridges,Undirected
Ruth Roman,Leo G. Carroll,Undirected
William H. Lynn,Victoria Horne,Undirected
John Payne,Gene Lockhart,Undirected
Claude Rains,Louis Calhern,Undirected
John Ridgely,Martha Vickers,Undirected
Phillip Terry,Howard Da Silva,Undirected
James Stewart,Ruth Hussey,Undirected
Ralph Bellamy,Gene Lockhart,Undirected
Olivia de Havilland,Basil Rathbone,Undirected
Chico Marx,Harpo Marx,Undirected
Robert Armstrong,Bruce Cabot,Undirected
Olga Baclanova,Roscoe Ates,Undirected
Gustav von Wangenheim,Greta Schröder,Undirected
Michelle Dockery,Jeremy Strong,Undirected
Rajit Kapoor,Shishir Sharma,Undirected
Paul Raci,Lauren Ridloff,Undirected
Babak Karimi,Mina Sadati,Undirected
Mark Rylance,Tom Hardy,Undirected
Marco Giallini,Edoardo Leo,Undirected
Janelle Monáe,Kevin Costner,Undirected
Hugh Bonneville,Sally Hawkins,Undirected
Kareena Kapoor,Diljit Dosanjh,Undirected
Matthew McConaughey,Ralph Fiennes,Undirected
Anupam Kher,Disha Patani,Undirected
Kyle Chandler,Lucas Hedges,Undirected
Joel Basman,Mikkel Boe Følsgaard,Undirected
Alan Tudyk,Donnie Yen,Undirected
Robert Downey Jr.,Scarlett Johansson,Undirected
Jennifer Jason Leigh,Walton Goggins,Undirected
Florence Pugh,Eliza Scanlen,Undirected
Jerome Flynn,Robert Gulaczyk,Undirected
Dominic West,Paddy Considine,Undirected
Ali Mosaffa,Pauline Burlet,Undirected
Sabrina Ferilli,Carlo Buccirosso,Undirected
Nawazuddin Siddiqui,Lillete Dubey,Undirected
Annu Kapoor,Dolly Ahluwalia,Undirected
Scott Adsit,Jamie Chung,Undirected
Bill Nighy,Lydia Wilson,Undirected
Mehdi Nebbou,Priya Anand,Undirected
Miori Takimoto,Masahiko Nishimura,Undirected
Annie Potts,Tony Hale,Undirected
Sylvia Hoeks,Donald Sutherland,Undirected
Bruce Willis,Bill Murray,Undirected
Gerard Butler,Craig Ferguson,Undirected
Ryan Gosling,Brad Pitt,Undirected
Masaki Okada,Yukito Nishii,Undirected
Jeon Gook-Hwan,Ho-jin Chun,Undirected
Christopher Plummer,Stellan Skarsgård,Undirected
Barkhad Abdirahman,Catherine Keener,Undirected
Tae-hoon Kim,Hee-won Kim,Undirected
Jason Mitchell,Neil Brown Jr.,Undirected
Jin Goo,Je-mun Yun,Undirected
Yeong-hie Seo,Yoo-Jeong Kim,Undirected
Richard Armitage,Ken Stott,Undirected
Leonie Benesch,Ulrich Tukur,Undirected
Ewa Fröling,Lena Endre,Undirected
Sacha Baron Cohen,Jeremy Strong,Undirected
Magnus Millang,Lars Ranthe,Undirected
Amy Adams,Melissa Leo,Undirected
Famke Janssen,Leland Orser,Undirected
Rupert Friend,Zac Mattoon O'Brien,Undirected
Hugh Walsh,Gerard Hendrick,Undirected
Richard Armitage,Andy Serkis,Undirected
Tuncel Kurtiz,Nursel Köse,Undirected
Brenda Blethyn,Saoirse Ronan,Undirected
Bryan Cranston,Albert Brooks,Undirected
Chiwetel Ejiofor,Josh Brolin,Undirected
Sigourney Weaver,Michelle Rodriguez,Undirected
Diane Kruger,Linh Dan Pham,Undirected
Dalia Hernández,Rudy Youngblood,Undirected
Toni Collette,Greg Kinnear,Undirected
Martin Freeman,Bill Nighy,Undirected
Tilda Swinton,Julia Ormond,Undirected
Rani Mukerji,Kirron Kher,Undirected
Nicolas Bro,Paprika Steen,Undirected
Brenda Blethyn,Donald Sutherland,Undirected
Iain Rea,Tessa Mitchell,Undirected
Yoshiaki Umegaki,Aya Okamoto,Undirected
Chiwetel Ejiofor,Alan Tudyk,Undirected
Ginnifer Goodwin,Robert Patrick,Undirected
Gustaf Skarsgård,Linda Zilliacus,Undirected
Rachel McAdams,Ryan Gosling,Undirected
Mía Maestro,Mercedes Morán,Undirected
Pavel Ponomaryov,Lyubov Agapova,Undirected
Michel Robin,Monica Viegas,Undirected
Kang-ho Song,Kim Tae-Woo,Undirected
Christopher Adamson,JB Blanc,Undirected
Lorelei Linklater,Wiley Wiggins,Undirected
Wood Harris,Ryan Hurst,Undirected
Ziyi Zhang,Chen Chang,Undirected
Candela Peña,Antonia San Juan,Undirected
Paul Sanchez,Lari White,Undirected
Norman Reedus,David Della Rocco,Undirected
Christopher Plummer,Diane Venora,Undirected
Laura Dern,Chris Owen,Undirected
Eddie Murphy,Cameron Diaz,Undirected
Billy Zane,Kathy Bates,Undirected
Ren Osugi,Susumu Terajima,Undirected
Jude Law,Gore Vidal,Undirected
Sean Penn,James Rebhorn,Undirected
Katrin Cartlidge,Jean-Marc Barr,Undirected
Sarah Jessica Parker,Patricia Arquette,Undirected
Juliette Lewis,Mary Steenburgen,Undirected
Val Kilmer,Sam Elliott,Undirected
Art LaFleur,Patrick Renna,Undirected
John Haycraft,Christopher Reeve,Undirected
Katrin Cartlidge,Greg Cruttwell,Undirected
Sela Ward,Julianne Moore,Undirected
Lillo Brancato,Francis Capra,Undirected
Dan Riba,Eric Radomski,Undirected
Teresa Mo,Philip Chan,Undirected
Lisanne Falk,Alan Randolph Scott,Undirected
Halina Gryglaszewska,Kalina Jedrusik,Undirected
Hudhail Al-Amir,Lloyd Avery II,Undirected
Richard Farnsworth,Frances Sternhagen,Undirected
Julie Kavner,Ruth Nelson,Undirected
Rei Sakuma,Kappei Yamaguchi,Undirected
Cary Elwes,Morgan Freeman,Undirected
Sally Yeh,Kong Chu,Undirected
Lea Thompson,Thomas F. Wilson,Undirected
Frances McDormand,Brad Dourif,Undirected
Kevin Peter Hall,Elpidia Carrillo,Undirected
Dan Hicks,Kassie Wesley DePaiva,Undirected
Mia Sara,Jeffrey Jones,Undirected
Roberto Benigni,Nicoletta Braschi,Undirected
Jeff Cohen,Corey Feldman,Undirected
Oprah Winfrey,Margaret Avery,Undirected
Molly Ringwald,Ally Sheedy,Undirected
John Malkovich,Julian Sands,Undirected
Sigourney Weaver,Harold Ramis,Undirected
Ed Harris,Dennis Quaid,Undirected
Diahnne Abbott,Sandra Bernhard,Undirected
Peter Coyote,Dee Wallace,Undirected
Jane Alexander,Justin Henry,Undirected
Sam Shepard,Linda Manz,Undirected
Chief Dan George,Bill McKinney,Undirected
Christopher Plummer,Saeed Jaffrey,Undirected
Allen Garfield,Frederic Forrest,Undirected
Eric Baugin,Jean Topart,Undirected
Michel Auclair,Alan Badel,Undirected
Warren Oates,Ramon Bieri,Undirected
Helmut Griem,Joel Grey,Undirected
Peter Ostrum,Roy Kinnear,Undirected
Sylvia Miles,John McGiver,Undirected
Richard Crenna,Efrem Zimbalist Jr.,Undirected
Katharine Hepburn,Katharine Houghton,Undirected
Michael J. Pollard,Gene Hackman,Undirected
Stanley Holloway,Wilfrid Hyde-White,Undirected
David Tomlinson,Glynis Johns,Undirected
Bernhard Wicki,Darryl F. Zanuck,Undirected
Henri Serre,Vanna Urbino,Undirected
Megs Jenkins,Michael Redgrave,Undirected
Daniel Boulanger,Henri-Jacques Huet,Undirected
Montgomery Clift,Joanne Dru,Undirected
Lauren Bacall,Lionel Barrymore,Undirected
Walter Brennan,Dolores Moran,Undirected
Macdonald Carey,Henry Travers,Undirected
Andy Devine,John Carradine,Undirected
Paul Lukas,May Whitty,Undirected
Charles Ruggles,Walter Catlett,Undirected
Colin Clive,Valerie Hobson,Undirected
Chico Marx,Zeppo Marx,Undirected
Ann Dvorak,Karen Morley,Undirected
Boris Karloff,John Boles,Undirected
Diego Cortina Autrey,Carlos Peralta,Undirected
Gemma Jones,Ian Hart,Undirected
Morena Baccarin,Julian Dennison,Undirected
Julia Jones,Teo Briones,Undirected
Bradley Whitford,Catherine Keener,Undirected
Ving Rhames,Simon Pegg,Undirected
Filip Berg,Ida Engvoll,Undirected
Taika Waititi,Cori Gonzalez-Macuer,Undirected
Kasumi Arimura,Nanako Matsushima,Undirected
Tom Prior,Sophie Perry,Undirected
Samuel L. Jackson,Michael Caine,Undirected
Nat Wolff,Laura Dern,Undirected
Olivia Cooke,Nick Offerman,Undirected
Edward Norton,Andrea Riseborough,Undirected
Salim Kechiouche,Aurélien Recoing,Undirected
Rajkummar Rao,Amrita Puri,Undirected
Nell Cattrysse,Geert Van Rampelberg,Undirected
Samuel L. Jackson,Scarlett Johansson,Undirected
Shammi Kapoor,Kumud Mishra,Undirected
June Squibb,Bob Odenkirk,Undirected
Jane Lynch,Sarah Silverman,Undirected
Rachel McAdams,Marion Cotillard,Undirected
Marcia Gay Harden,Lucy Liu,Undirected
Kathy Bates,Kurt Fuller,Undirected
Will Ferrell,Elizabeth Banks,Undirected
Ed Harris,Orto Ignatiussen,Undirected
Zoe Saldana,Benedict Cumberbatch,Undirected
Ricky Adelayitor,Andrew Adote,Undirected
Justin Timberlake,Rooney Mara,Undirected
Jennifer Lawrence,Kevin Bacon,Undirected
Justin Bartha,Ed Helms,Undirected
Naomie Harris,Judi Dench,Undirected
Robert De Niro,Jacki Weaver,Undirected
John Goodman,Alan Arkin,Undirected
Geoffrey Arend,Chloë Grace Moretz,Undirected
Rupert Grint,Bill Nighy,Undirected
Liam Neeson,Tomoko Yamaguchi,Undirected
Kevin Bacon,Sam Rockwell,Undirected
Katsunosuke Hori,Tôru Furuya,Undirected
Amy Ryan,Gattlin Griffith,Undirected
Rebecca De Mornay,Anthony Edwards,Undirected
Mitsutaka Itakura,Ayami Kakiuchi,Undirected
Asaka Seto,Yû Kashii,Undirected
Jo Hartley,Andrew Shim,Undirected
Oscar Isaac,Sonoya Mizuno,Undirected
Rolf Lassgård,Neeral Mulchandani,Undirected
Gillian Anderson,Kerry Washington,Undirected
Mark Ruffalo,Anthony Edwards,Undirected
Morgan Freeman,Lucy Liu,Undirected
Guillaume Canet,Natalie Dessay,Undirected
Craig Parkinson,Alexandra Maria Lara,Undirected
Zachary Levi,Donna Murphy,Undirected
Thom Hoffman,Halina Reijn,Undirected
Michelle Williams,Randy Quaid,Undirected
Ben Foster,Logan Lerman,Undirected
Thandie Newton,Karina Arroyave,Undirected
Qiu Yuen,Siu-Lung Leung,Undirected
Joan Allen,Brian Cox,Undirected
Aitana Sánchez-Gijón,John Sharian,Undirected
Kerry Washington,Clifton Powell,Undirected
Giovanni Ribisi,Anna Faris,Undirected
Rupert Grint,Eric Sykes,Undirected
Dakota Fanning,Radha Mitchell,Undirected
John Hodgman,Jennifer Saunders,Undirected
Billy Connolly,William Atherton,Undirected
Nora-Jane Noone,Anne-Marie Duff,Undirected
Chulpan Khamatova,Florian Lukas,Undirected
Djimon Hounsou,Sarah Bolger,Undirected
Dakota Fanning,Dianne Wiest,Undirected
Chris Cooper,Tilda Swinton,Undirected
Tom Sizemore,Eric Bana,Undirected
Rob Maxey,Liam Aiken,Undirected
Oliver Stokowski,Wotan Wilke Möhring,Undirected
Jean Heywood,Jamie Draven,Undirected
Stephen Trask,Theodore Liscinski,Undirected
Julia Roberts,Matt Damon,Undirected
Pamela Adlon,Wendee Lee,Undirected
John Turturro,Tim Blake Nelson,Undirected
Kurt Russell,Matthew Edison,Undirected
Mary Kay Bergman,Isaac Hayes,Undirected
David Herman,Ajay Naidu,Undirected
Philip Seymour Hoffman,Dylan Baker,Undirected
Scott Glenn,Tom Berenger,Undirected
Olivia Williams,Seymour Cassel,Undirected
Chete Lera,Fele Martínez,Undirected
Catherine Keener,John Malkovich,Undirected
Greg Kinnear,Cuba Gooding Jr.,Undirected
Gary Oldman,Ian Holm,Undirected
Francis Huster,Daniel Prévost,Undirected
Michael Madsen,Bruno Kirby,Undirected
Justin Braine,Sonia Todd,Undirected
Edward Norton,John Mahoney,Undirected
Derek Jacobi,Kate Winslet,Undirected
Liam Cunningham,Rusty Schwimmer,Undirected
Takeshi Kaneshiro,Charlie Yeung,Undirected
Philippe Noiret,Maria Grazia Cucinotta,Undirected
Marilyn Ghigliotti,Lisa Spoonauer,Undirected
Tim Robbins,Bruce Davison,Undirected
Roberta Maxwell,Buzz Kilman,Undirected
Dave Goelz,Miss Piggy,Undirected
Delroy Lindo,Spike Lee,Undirected
Russell Means,Eric Schweig,Undirected
Bunshi Katsura Vi,Tsunehiko Kamijô,Undirected
Alec Baldwin,Alan Arkin,Undirected
Demi Moore,Kevin Bacon,Undirected
Mary Stuart Masterson,Mary-Louise Parker,Undirected
John Goodman,Judy Davis,Undirected
Albert Finney,John Turturro,Undirected
Joanna Cassidy,Charles Fleischer,Undirected
Johanna ter Steege,Gwen Eckhaus,Undirected
Richard Griffiths,Ralph Brown,Undirected
Peter O'Toole,Ruocheng Ying,Undirected
Miranda Richardson,Nigel Havers,Undirected
Helmut Qualtinger,Elya Baskin,Undirected
Dennis Hopper,Laura Dern,Undirected
Danny Aiello,Irving Metzman,Undirected
Verna Bloom,Tommy Chong,Undirected
Patrick Horgan,John Buckwalter,Undirected
Jack Warden,James Mason,Undirected
DeForest Kelley,James Doohan,Undirected
Richard Crenna,Bill McKinney,Undirected
Judd Hirsch,Timothy Hutton,Undirected
Robert Hays,Julie Hagerty,Undirected
Kiyoshi Kobayashi,Makio Inoue,Undirected
Tony Moran,Nancy Kyes,Undirected
Melvyn Douglas,Jo Van Fleet,Undirected
Georges Adet,Frank Adu,Undirected
Martin Balsam,Hector Elizondo,Undirected
Slim Pickens,Harvey Korman,Undirected
Jack Kehoe,Biff McGuire,Undirected
Jim Kelly,Ahna Capri,Undirected
Ned Beatty,Ronny Cox,Undirected
Fernando Rey,Tony Lo Bianco,Undirected
Harry Guardino,Reni Santoni,Undirected
Mary Ure,Patrick Wymark,Undirected
John Fiedler,Herb Edelman,Undirected
Charles Bronson,John Cassavetes,Undirected
Michel Piccoli,Geneviève Page,Undirected
Robert Shaw,Leo McKern,Undirected
John Fraser,Yvonne Furneaux,Undirected
Ulla Jacobsson,James Booth,Undirected
Honor Blackman,Shirley Eaton,Undirected
Jessica Tandy,Suzanne Pleshette,Undirected
Polly Bergen,Lori Martin,Undirected
Moira Shearer,Maxine Audley,Undirected
Charles Bronson,Eli Wallach,Undirected
Juliette Mayniel,Alexandre Rignault,Undirected
Larry Gates,King Donovan,Undirected
Sal Mineo,Jim Backus,Undirected
Cecil Parker,Herbert Lom,Undirected
William Holden,Walter Hampden,Undirected
Barry Fitzgerald,Ward Bond,Undirected
Hugh Marlowe,Sam Jaffe,Undirected
Robert Morley,Peter Bull,Undirected
George Macready,Joseph Calleia,Undirected
Norman Ferguson,David Hand,Undirected
William Harrigan,Henry Travers,Undirected
Tim Robbins,Bill Pullman,Undirected
Joseph Lee,Michelle La,Undirected
Margot Robbie,Emile Hirsch,Undirected
Matvey Novikov,Marina Vasileva,Undirected
Willem Dafoe,Christopher Rivera,Undirected
Brie Larson,Charlie Pye Jr.,Undirected
Lindsay Duncan,Octavia Spencer,Undirected
Ann Owens,Dakota Johnson,Undirected
Franz Rogowski,Burak Yigit,Undirected
Tugba Sunguroglu,Elit Iscan,Undirected
Dave Bautista,Vin Diesel,Undirected
Jon Hamm,Eiza González,Undirected
Jeff Bridges,Jennifer Connelly,Undirected
Alan Alda,Amy Ryan,Undirected
Sarah Vowell,Huck Milner,Undirected
Chris Williams,Auli'i Cravalho,Undirected
Benicio Del Toro,Jon Bernthal,Undirected
Tessa Thompson,Phylicia Rashad,Undirected
Roman Madyanov,Vladimir Vdovichenkov,Undirected
Jeff Bridges,Gil Birmingham,Undirected
Sophie Kennedy Clark,Mare Winningham,Undirected
Andy Serkis,Kodi Smit-McPhee,Undirected
Belén Rueda,Aura Garrido,Undirected
Ray Sahetapy,Donny Alamsyah,Undirected
Anna Kendrick,America Ferrera,Undirected
Ryûnosuke Kamiki,Tatsuya Fujiwara,Undirected
Sam Elliott,Greg Grunberg,Undirected
Matt Damon,Hailee Steinfeld,Undirected
Markus Rygaard,Wil Johnson,Undirected
Jason Segel,Russell Brand,Undirected
Anna Kendrick,Bryce Dallas Howard,Undirected
Chloë Grace Moretz,Garrett M. Brown,Undirected
Antonio Resines,Manuel Morón,Undirected
Jonah Hill,Philip Seymour Hoffman,Undirected
Jan Cornet,Marisa Paredes,Undirected
Woody Harrelson,Abigail Breslin,Undirected
Max Riemelt,Jennifer Ulrich,Undirected
Rachel McAdams,Mark Strong,Undirected
Tim McGraw,Jae Head,Undirected
Danai Gurira,Hiam Abbass,Undirected
Woody Harrelson,Michael Ealy,Undirected
Armin Mueller-Stahl,Josef Altin,Undirected
Sienna Miller,Ian McKellen,Undirected
Brendan Gleeson,Mick Lally,Undirected
Jodie Foster,Christopher Plummer,Undirected
Casey Affleck,Michelle Monaghan,Undirected
Pascal Greggory,Emmanuelle Seigner,Undirected
Yong Dong,Yun Qu,Undirected
Paul Giamatti,Rufus Sewell,Undirected
Toby Kebbell,Stuart Wolfenden,Undirected
Rupert Grint,Michael Gambon,Undirected
David Wenham,Dominic West,Undirected
Emily Mortimer,Matthew Goode,Undirected
Carla Gugino,Malin Akerman,Undirected
Jared Leto,Bridget Moynahan,Undirected
Danny Glover,Ken Leung,Undirected
Michelle Williams,Catherine Keener,Undirected
Elisabeth Shue,Chase Ellison,Undirected
Thibault Verhaeghe,Joséphine Lebas-Joly,Undirected
Jodie Foster,Dominique Pinon,Undirected
Bobby Cannavale,Paul Benjamin,Undirected
Naomi Watts,Danny Huston,Undirected
Bae Doona,Ji-Eun Lim,Undirected
Julie Christie,Radha Mitchell,Undirected
Philip Seymour Hoffman,Rosario Dawson,Undirected
Amy Smart,Melora Walters,Undirected
Christopher Eccleston,Alex Palmer,Undirected
Tarô Yamamoto,Takeshi Kitano,Undirected
Anjelica Huston,Ben Stiller,Undirected
Daniel Giménez Cacho,Ana López Mercado,Undirected
Richard Harris,Maggie Smith,Undirected
Fionnula Flanagan,Alakina Mann,Undirected
Franka Potente,Rachel Griffiths,Undirected
Joseph Fiennes,Rachel Weisz,Undirected
Samantha Morton,Max von Sydow,Undirected
Deborah Kara Unger,Liev Schreiber,Undirected
Josh Lucas,Bill Sage,Undirected
Herbert Knaup,Nina Petri,Undirected
Nick Nolte,Kirk Acevedo,Undirected
Eddie Murphy,BD Wong,Undirected
Tobey Maguire,Michael Lee Gogin,Undirected
Arno Frisch,Frank Giering,Undirected
Jennifer Connelly,William Hurt,Undirected
Brad Pitt,Jason Patric,Undirected
John Roselius,Louis Eppolito,Undirected
James Fleet,Tom Wilkinson,Undirected
Samuel L. Jackson,Graham Greene,Undirected
Crispin Glover,Lance Henriksen,Undirected
Annie Corley,Victor Slezak,Undirected
Kevin Bacon,Gary Sinise,Undirected
Janusz Gajos,Jerzy Stuhr,Undirected
Barbara Hershey,Rachel Ticotin,Undirected
Matthew McConaughey,Rory Cochrane,Undirected
Ralph Macchio,Mitchell Whitfield,Undirected
Yoko Honna,Mayumi Izuka,Undirected
Dominique Pinon,Pascal Benezech,Undirected
Daniel Stern,John Heard,Undirected
Andy Garcia,Talia Shire,Undirected
Carrie Fisher,Bruno Kirby,Undirected
Samuel E. Wright,Rene Auberjonois,Undirected
O.J. Simpson,Ricardo Montalban,Undirected
Laila Robins,Michael McKean,Undirected
Gary Busey,Mitchell Ryan,Undirected
Frances McDormand,Dan Hedaya,Undirected
Jane Fonda,Doug McKeon,Undirected
Michael Preston,Max Phipps,Undirected
Dorsey Wright,Brian Tyler,Undirected
Jerry Nelson,Richard Hunt,Undirected
